,index,caption,url,Visible,Subjective,Action,Story,Meta,Irrelevant,Other,When,How,Where,Comment
2969,4318,actor attends the premiere at festival,https://media.gettyimages.com/photos/actress-winona-ryder-attends-the-experimenter-premiere-at-the-2015-picture-id529233098?s=612x612,1,0,1,0,1,0,0,0,1,0,False
2970,7294,"image may contain : person , on stage , playing a musical instrument and guitar",https://c1.staticflickr.com/1/570/32325456251_57c1efbb17_o.jpg,1,0,1,1,0,0,0,0,0,0,False
2971,259,a city and a suburban rooftop fitted with off grid solar energy,https://ak0.picdn.net/shutterstock/videos/27639100/thumb/1.jpg,1,0,0,0,0,0,0,0,0,0,False
2972,1695,man shoots by person in the first half,https://media.gettyimages.com/photos/kevin-cooper-of-ohio-machine-shoots-by-martin-bowes-of-boston-cannons-picture-id480422972?s=612x612,1,0,0,0,1,0,0,0,0,0,False
2973,2457,the breakwater along the concrete pier,https://media.gettyimages.com/photos/the-breakwater-along-the-concrete-pier-picture-id570285623,1,0,0,0,1,0,0,0,1,0,False
2974,7110,a room with a view,https://c1.staticflickr.com/9/8698/28172894394_4baa8db650_o.jpg,1,0,0,1,0,0,0,0,0,0,False
2975,673,parliamentary republic extruded on the world map with administrative borders and graticule .,https://ak9.picdn.net/shutterstock/videos/8093599/thumb/12.jpg,0,0,0,1,0,0,0,0,0,0,False
2976,4614,drawing of a plant by person,https://c1.staticflickr.com/6/5449/30380549354_645728f0ea_o.jpg,0,0,0,0,0,0,1,0,0,0,text
2977,2467,artist set to perform in april there .,https://i2-prod.liverpoolecho.co.uk/incoming/article6782656.ece/ALTERNATES/s615b/GRJ060314BROUDIE-8.jpg,0,0,0,1,1,0,0,1,1,0,False
2978,3321,view from top terrace over formal areas of the garden to the surrounding landscape,http://l7.alamy.com/zooms/a16dfd38546f495bac35c0afd19e99e3/view-from-top-terrace-of-milton-lodge-gardens-in-wells-over-formal-ehfn7p.jpg,1,0,0,0,1,0,0,0,1,1,False
2979,7195,how to wear a denim jacket in the winter,https://c1.staticflickr.com/1/677/31238939153_e4af165832_o.jpg,0,0,0,0,0,1,0,0,0,0,False
2980,7151,view from the top of the mountain,https://c1.staticflickr.com/9/8774/29184923035_5761b8aaea_o.jpg,1,0,0,0,1,0,0,0,1,1,False
2981,302,comedian during an interview with comedian --,https://media.gettyimages.com/photos/episode-0008-pictured-comedian-nick-kroll-during-an-interview-with-picture-id476892463,1,0,0,0,0,0,0,0,0,0,False
2982,5442,a view of the construction site,https://c1.staticflickr.com/9/8414/29967930290_26d04f9d4a_o.jpg,1,0,0,0,1,0,0,0,0,1,False
2983,5051,water flowing over rocks in a creek,https://c1.staticflickr.com/1/610/32620197550_698af75133_o.jpg,1,0,1,0,1,0,0,0,1,0,False
2984,3719,actor arrives for the premiere .,https://media.gettyimages.com/photos/theo-james-arrives-for-the-uk-premiere-of-war-on-everyone-at-central-picture-id611422882,1,0,1,0,0,0,0,0,0,0,False
2985,5964,a little girl walks down the street .,https://c1.staticflickr.com/6/5609/30604434400_2584b61f89_o.jpg,1,0,1,0,0,0,0,0,0,0,False
2986,4710,a woman working on a laptop at a desk,https://c1.staticflickr.com/6/5589/29510321894_87b13b2a93_o.jpg,0,0,0,0,0,1,0,0,0,0,False
2987,2908,actor attends the opening ceremony and premiere during festival at person .,https://media.gettyimages.com/photos/jury-member-nina-hoss-attends-the-opening-ceremony-and-premiere-of-la-picture-id598109070?k=6&m=598109070&s=612x612&w=0&h=ZW_xaeuevTPo-TVwcIWC9rl3Vfum2yurRxffC7yqwpE=,1,0,1,0,1,0,0,1,1,0,False
2988,4001,happy girl listening music on headphones and using tablet in the outdoor cafe,https://ak8.picdn.net/shutterstock/videos/19493518/thumb/1.jpg,1,0,1,0,1,0,0,0,1,0,False
2989,2005,a male patient opens wide as a female dentist examines and scrapes his teeth with her tools .,https://media.gettyimages.com/photos/male-patient-opens-wide-as-a-female-dentist-examines-and-scrapes-his-picture-id74598794?s=612x612,1,0,1,0,0,0,0,0,0,0,False
2990,884,"small piece of turf , a work by person made of inks and oils on paper .",https://www.ocregister.com/wp-content/uploads/migration/mlh/mlhc22-b781093268z.120130418184939000ggt1dgnc7.1.jpg?w=620,0,0,0,1,0,0,0,0,0,0,False
2991,2348,the rock band in concert,http://l7.alamy.com/zooms/b5b8d31efc4c48c686b9cd111e8dfbdc/the-rock-band-u2-in-concert-bf806p.jpg,1,0,0,0,1,0,0,1,1,0,False
2992,581,a trio of officers stroll .,https://i1.wp.com/dailynexus.com/wp-content/uploads/2016/10/HalloweenWeekend_KennethSong-4-1024x671.jpg?resize=1024%2C671,1,0,1,0,0,0,0,0,0,0,False
2993,2302,the guy with the child standing on the shore of a mountain river .,https://ak3.picdn.net/shutterstock/videos/26876053/thumb/12.jpg,1,0,0,0,0,0,0,0,0,0,False
2994,527,burger : pound of fries and some sauces,https://media-cdn.tripadvisor.com/media/photo-s/0e/17/79/c9/one-pound-of-fries-and.jpg,1,0,0,0,0,0,0,0,0,0,False
2995,1129,her eyes look so cute with this makeup and my hair was these exact colors before,https://i.pinimg.com/736x/62/e0/32/62e032c04490be865d84751c6ec488e7--hairstyle-ideas-hair-ideas.jpg,0,1,0,1,0,0,0,0,0,0,False
2996,6721,a man with a backpack walking on the street,https://c1.staticflickr.com/6/5569/31067621810_be9126c586_o.jpg,1,0,1,0,0,0,0,0,0,0,False
2997,892,celebrity and politician are reportedly moving to person -- the same neighborhood where the family will live when they vacate the white house .,http://static-31.sinclairstoryline.com/resources/media/f40ee6d3-43d2-4be9-bcee-5985521d74c7-2V7A8511.JPG,0,0,0,0,0,1,0,0,0,0,False
2998,521,a model walks the runway during the show as part .,https://media.gettyimages.com/photos/model-walks-the-runway-during-the-yves-saint-laurent-spring-summer-picture-id854385114,1,0,1,0,0,0,0,0,0,0,False
2999,1844,"flag waving at wind in slow with blue sky , loop",http://ak0.picdn.net/shutterstock/videos/33343531/thumb/1.jpg,1,0,0,0,0,0,0,0,0,0,False
3000,3411,person pictured with her braces at the kids birthday party,http://i.dailymail.co.uk/i/pix/2017/12/05/01/46FE2BCF00000578-5145951-image-a-6_1512438049343.jpg,1,0,0,0,1,0,0,0,1,0,False
3001,3097,"vector illustration of vintage still life with a glass , a bottle of wine and grapes","https://thumb1.shutterstock.com/display_pic_with_logo/911779/911779,1324135274,38/stock-vector-vector-illustration-of-vintage-still-life-with-a-glass-a-bottle-of-wine-and-grapes-90977153.jpg",1,0,0,0,0,0,0,0,0,0,False
3002,6245,a kayak on the river,https://c1.staticflickr.com/8/7020/27330915521_afb41c57c7_o.jpg,1,0,0,0,0,0,0,0,0,0,False
3003,3139,"everything you need to know about navigating life , you can learn from a sailboat .",https://i2.wp.com/morganeliserandall.com/wp-content/uploads/2017/08/IMG_1662.jpg?resize=611%2C400,0,0,0,1,0,0,0,0,0,0,False
3004,2097,business man and woman having a meeting in cafe,https://ak0.picdn.net/shutterstock/videos/30641200/thumb/1.jpg?i10c=img.resize(height:160),1,0,0,0,0,0,0,0,0,0,False
3005,2863,print and download ? sheet music by artist .,https://i.pinimg.com/736x/2c/8e/45/2c8e45e9c2214c2c7b55a58077200346--where-is-my-mind-pixies.jpg,1,0,0,0,0,0,1,0,0,0,text?
3006,1268,image result for ghost in the shell manga,https://i.pinimg.com/736x/b9/9c/10/b99c10591a66a926479300b21a0d05d0--ghost-in-the-shell-ghosts.jpg,0,0,0,1,0,0,0,0,0,0,False
3007,4172,"noble title , and person are seen .",https://media.gettyimages.com/photos/dukes-of-alba-cayetana-fitzjames-stuart-and-alfonso-diez-are-seen-on-picture-id174002982?k=6&m=174002982&s=612x612&w=0&h=qF_LVe8Py7-j2tRvzOxvSm2LGA3d7aBGtqwq5ORGNKc=,1,0,0,0,0,0,0,0,0,0,False
3008,6424,cricket player plays a shot during the match,https://c1.staticflickr.com/9/8644/30157725262_0452b9a5ee_o.jpg,1,0,1,1,1,0,0,1,1,0,False
3009,654,unidentified women in traditional clothes .,https://ak5.picdn.net/shutterstock/videos/33230125/thumb/1.jpg?i10c=img.resize(height:160),1,0,0,0,0,0,0,0,0,0,False
3010,7482,view from inside the car,https://c1.staticflickr.com/9/8890/28784873682_6524317e73_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3011,2806,ninja of the band performs on stage during festival in person,https://media.gettyimages.com/photos/ninja-of-the-uk-band-the-go-team-performs-on-stage-during-the-falls-picture-id78680387?s=612x612,1,0,1,0,1,0,0,1,1,0,False
3012,6922,a patient receives treatment at a hospital,https://c1.staticflickr.com/1/417/32509652736_b8e8a5195a_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3013,1725,holiday homes at the park,https://cdn.csuk-solutions.net/uploads/4e/453881-oyster-bay-3.jpg,1,0,0,0,0,0,0,0,0,0,False
3014,2149,aerial drone footage of a rural landscape,https://ak9.picdn.net/shutterstock/videos/33575029/thumb/1.jpg,1,0,0,0,0,0,0,0,0,0,False
3015,2861,waterfalls in the green mountains,https://photos.adventureinyou.com/wp-content/uploads/2016/09/21163617/best-of-green-morocco_LEAD-759x500.jpg,1,0,0,0,1,0,0,0,1,0,False
3016,661,birds fly over the river in the rays of the orange sun at sunset,https://ak8.picdn.net/shutterstock/videos/31013338/thumb/1.jpg,1,0,1,0,0,0,0,0,0,0,False
3017,1881,logo as an app icon .,http://l7.alamy.com/zooms/f5ed67bfa97e4a3b99c8e463c45906f6/boston-red-sox-logo-as-an-app-icon-clipping-path-included-d55804.jpg,1,0,0,0,0,0,0,0,0,0,False
3018,781,abstract background with patterns like flower or a symbol embossed on the surface metallic blue .,https://thumb1.shutterstock.com/display_pic_with_logo/1867412/434086330/stock-photo-abstract-background-with-patterns-like-flower-or-a-symbol-embossed-on-the-surface-metallic-blue-434086330.jpg,0,1,0,0,0,0,0,0,0,0,False
3019,1829,"white lilies from easter sunday , which my neighbor planted in his garden outdoors .",http://thecreativecat.net/wp-content/uploads/WhiteLilies.jpg,0,0,0,1,0,0,0,0,0,0,False
3020,1202,wood cabinets define the kitchen and create plenty of storage in this renovated home .,https://i.pinimg.com/736x/82/ff/71/82ff71ed5de8bb93100069636b371f1f.jpg,0,1,0,0,0,0,0,0,0,0,False
3021,5034,what is the name of this game ?,https://c1.staticflickr.com/6/5344/29943810093_626e94686b_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3022,5753,digital art selected for the #,https://c1.staticflickr.com/9/8231/29626502966_b21ce6a3b0_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3023,4086,flying up to the sky,https://i.pinimg.com/736x/dc/45/5a/dc455a216d1ab2127edd50c6fdf3bac2--peter-pan-art-peter-otoole.jpg,0,0,0,1,0,0,0,0,0,0,False
3024,6932,the app on a smartphone,https://c1.staticflickr.com/8/7099/26736614842_b15982acb9_o.jpg,1,0,0,0,0,0,1,0,0,0,text but relevant
3025,6041,the view from the ##th floor .,https://c1.staticflickr.com/6/5326/30485655384_4df2e9675c_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3026,690,ways to make the most of your laundry room,http://st.houzz.com/fimgs/4431d34700dcd9be_1873-w660-h431-b0-p0--contemporary-laundry-room.jpg,0,1,0,1,0,0,0,0,0,0,False
3027,3653,members enjoyed a night of 80 's themed fun,http://www.northsomersettimes.co.uk/polopoly_fs/1.4439283.1456854461!/image/image.jpg_gen/derivatives/landscape_630/image.jpg,0,0,0,1,0,0,0,0,0,0,False
3028,1490,night sky over a town lit up .,https://antarcticsun.usap.gov/AntarcticSun/features/images/MCMURDO2_AURORA_MOON.jpg,1,0,0,0,0,0,0,0,0,0,False
3029,2901,football players and football player compete for the ball,https://media.gettyimages.com/photos/blackburn-rovers-aaron-mokoena-and-francis-jeffers-and-luton-towns-picture-id662207440?s=612x612,1,0,1,0,0,0,0,0,0,0,False
3030,6459,the cross in the church,https://c1.staticflickr.com/6/5629/30968234902_fd167fe568_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3031,6623,snow covered trees in the winter forest,https://c1.staticflickr.com/8/7487/27215915341_cc3b7b5cf5_o.jpg,1,0,0,1,1,0,0,1,1,0,False
3032,5110,one of the many ruins .,https://c1.staticflickr.com/9/8893/28601115146_3a26d8c623_o.jpg,1,0,0,1,1,0,0,0,1,0,False
3033,359,scenes of boats in the ocean,http://l7.alamy.com/zooms/15ebc2f6bfcb4f22acb724e7cbdc623a/scenes-of-boats-in-the-ocean-from-little-compton-bp3782.jpg,1,0,0,0,0,0,0,0,0,0,False
3034,1118,mold growing on ceiling in bathroom,https://media-cdn.tripadvisor.com/media/photo-s/06/58/ee/bf/green-mold-growing-on.jpg,0,0,0,1,0,0,0,0,0,0,False
3035,1463,blues artist performs onstage at an unknown venue,https://media.gettyimages.com/photos/singer-janis-joplin-performs-onstage-at-an-unknown-venue-in-new-york-picture-id186878966?s=612x612,1,0,0,0,0,0,0,0,0,0,False
3036,7026,a walk in the night,https://c1.staticflickr.com/8/7274/26263447784_110d9373da_o.jpg,1,0,1,1,1,0,0,1,0,0,False
3037,2422,surgeon operating a patient in a surgical room,https://ak2.picdn.net/shutterstock/videos/3035332/thumb/1.jpg,1,0,1,0,1,0,0,1,1,0,False
3038,2254,"old farm buildings - silo , farmhouse , other buildings on a beautiful winter day with mountains in the background",https://image.shutterstock.com/z/stock-photo-old-farm-buildings-silo-farmhouse-other-buildings-on-a-beautiful-winter-day-with-mountains-in-50169535.jpg,1,0,0,0,0,0,0,0,0,0,False
3039,4596,view of the tv in the kitchen,https://c1.staticflickr.com/6/5618/31173501661_cec6ba6592_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3040,5508,property image # holiday home in beautiful location on hill of a village near nature park,https://c1.staticflickr.com/1/688/32525848780_04aeb269e8_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3041,4967,women walking past a typical building,https://c1.staticflickr.com/2/1490/26164531404_c4aea56bab_o.jpg,1,0,1,0,1,0,0,0,1,0,False
3042,2593,in the garden you can planed and may be it will work,http://l7.alamy.com/zooms/26d9a2021caf471ba0ef482f2d4b4ab6/in-the-garden-you-can-planed-and-may-be-it-will-work-a385m4.jpg,0,1,0,1,1,0,0,0,1,0,False
3043,4706,a view of the village in the sunset,https://c1.staticflickr.com/6/5597/30300077444_150fb47bf7_o.jpg,1,0,0,0,1,0,0,1,0,1,False
3044,828,singer attends the unveiling of the wax figure,https://media.gettyimages.com/photos/singer-daniele-negroni-attends-the-unveiling-of-the-justin-bieber-wax-picture-id623561026?s=612x612,0,0,0,1,0,0,0,0,0,0,False
3045,5860,an old man working in a factory,https://c1.staticflickr.com/6/5663/30068133316_5b55cff7d9_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3046,7185,autumn colors by the lake,https://c1.staticflickr.com/6/5733/30436804180_dac0e89b38_o.jpg,1,0,0,0,1,0,0,1,1,0,False
3047,2156,engaged couple kissing in the window behind person .,http://www.curetonphoto.com/wp-content/uploads/greenville-engagement-peace-center-018.jpg,1,0,0,0,0,0,0,0,0,0,False
3048,5354,view of the house from the garden,https://c1.staticflickr.com/6/5602/30765959922_02207f27d0_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3049,6236,children playing in a fountain,https://c1.staticflickr.com/9/8200/29036719953_3dfaeffbe7_o.jpg,1,0,1,0,0,0,0,0,0,0,False
3050,1056,cabin in the woods now this is cabin i would visit ...,http://78.media.tumblr.com/8316b4daf614f966815e44695e9785cb/tumblr_ojzf0s4Ipf1qkegsbo1_1280.jpg,0,1,0,0,0,0,0,0,0,0,False
3051,6652,a view of the bridge over river,https://c1.staticflickr.com/8/7777/30056163032_a2b6c31f2e_o.jpg,1,0,0,0,1,0,1,0,0,1,text but relevant
3052,2332,where else could you find fried eggs on top of fries but filming location ? this plate comes from restaurant .,https://ssl.c.photoshelter.com/img-get2/I0000NRDELgsJoHY/fit=1000x750/Chicago-French-fries-and-fried-eggs.jpg,1,0,0,1,1,0,0,0,1,0,False
3053,5009,the entrance to the building .,https://c1.staticflickr.com/1/754/31448172314_d03361eceb_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3054,3064,"person , orange and blue spheres slowly moving with countless metallic spheres on a wooden reflective floor .",https://ak5.picdn.net/shutterstock/videos/19074460/thumb/4.jpg,1,0,1,0,0,0,0,0,0,0,False
3055,5976,early morning on the lake,https://c1.staticflickr.com/6/5017/29404148594_e48a064212_o.jpg,1,0,0,0,1,0,0,1,1,0,False
3056,454,rabbit sized style door in tree,https://platformthing.files.wordpress.com/2011/07/rabbit-hole.jpg,1,0,0,0,0,0,0,0,0,0,False
3057,3726,a monochrome home private residence ofperson,https://i.pinimg.com/736x/e9/95/53/e995531832b847fca92681a4fff90d18.jpg,0,0,0,1,0,0,0,0,0,0,False
3058,1611,beautiful red eyes on a white background,https://us.123rf.com/450wm/byvivik89/byvivik891610/byvivik89161000109/64184419-beautiful-red-eyes-on-a-white-background-vector-illustration.jpg?ver=6,1,1,0,0,0,0,0,0,0,0,False
3059,2587,textile never goes out of style .,https://i.pinimg.com/736x/69/d3/ba/69d3ba157ee3ed903705d2ce746f1108--damask-wall-stencils-stencil-walls.jpg,0,1,0,1,0,0,0,0,0,0,False
3060,6175,ruins of the ancient city,https://c1.staticflickr.com/1/775/31604597170_35080e9b53_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3061,2401,"hard choice : the ladies spent the day alternating between the ocean and the pool , which person called",http://i.dailymail.co.uk/i/pix/2015/03/19/26C97EAF00000578-3001417-image-a-44_1426735487503.jpg,0,0,0,1,0,0,0,0,0,0,False
3062,3646,cricket player during a training session .,https://media.gettyimages.com/photos/mahendra-singh-dhoni-during-a-training-session-at-the-sawai-mansingh-picture-id96957813?k=6&m=96957813&s=612x612&w=0&h=34smKIeKhiXUlzefl7KFeL0mZygQup4Ag1JaJC4OZ8c=,1,0,0,0,1,0,0,1,0,0,False
3063,199,landscape with mown grass and a haystack .,https://ak4.picdn.net/shutterstock/videos/3965404/thumb/1.jpg,1,0,0,0,0,0,0,0,0,0,False
3064,7067,the sun setting over the lake,https://c1.staticflickr.com/1/697/31470574700_c0fe2f01de_o.jpg,1,0,0,0,1,0,0,1,0,0,False
3065,1068,clouds in shape of the letter c on background,https://thumb10.shutterstock.com/display_pic_with_logo/549697/633851663/stock-vector-clouds-in-shape-of-the-letter-c-on-blue-background-633851663.jpg,1,0,0,0,0,0,0,0,0,0,False
3066,2352,vector seamless pattern of spoons and plates in style on a white background .,https://thumb7.shutterstock.com/display_pic_with_logo/183527488/781515721/stock-vector-vector-seamless-pattern-of-spoons-and-plates-in-scandinavian-style-on-a-white-background-used-for-781515721.jpg,1,0,0,0,0,0,0,0,0,0,False
3067,240,monarch and chivalric order member are seen upon arrival at the 60th anniversary ceremony of the foundation .,https://media.gettyimages.com/photos/emperor-akihito-and-empress-michiko-are-seen-upon-arrival-at-the-60th-picture-id183084107?k=6&m=183084107&s=612x612&w=0&h=rrB1W2NhhslBdRDI8fD69N-TisWEQ7b_ZJY0FDHtVg4=,1,0,0,1,0,0,0,0,0,0,False
3068,3575,behind my smile there is always something you 'll never understand .,http://farm2.static.flickr.com/1564/24503505176_babba9d328.jpg,0,0,0,1,0,0,0,0,0,0,False
3069,1236,film producer arrives at the premiere,https://media.gettyimages.com/photos/josh-shader-arrives-at-the-premiere-of-starz-digital-medias-not-cool-picture-id455693928?s=612x612,1,0,0,1,0,0,0,0,0,0,False
3070,4259,collage of actor during festival .,https://i.pinimg.com/736x/4e/80/a9/4e80a9423d15dabaaf00d8dc5bc15e70--kristen-stewart-fashion-cannes-.jpg,1,0,0,0,1,0,0,1,0,1,False
3071,4178,ice hockey defenceman with a dog during a photo shoot for the calendar,http://78.media.tumblr.com/6ef6cb894ba2512f0e392974f64e54fe/tumblr_muqg9314081qm6joao1_1280.jpg,1,0,0,0,1,0,0,1,0,0,False
3072,3695,tourists eating ice cream in the street,http://c8.alamy.com/comp/KDXGTY/tourists-eating-ice-cream-in-the-street-in-florence-italy-KDXGTY.jpg,0,0,0,0,0,0,1,0,0,0,text
3073,201,set of seamless patterns with snowflakes .,https://thumb7.shutterstock.com/display_pic_with_logo/737566/318207341/stock-vector-set-of-christmas-and-new-year-seamless-patterns-with-snowflakes-colorful-winter-scrapbook-design-318207341.jpg,1,0,0,0,0,0,0,0,0,0,False
3074,1647,"typical english cup of tea decorated with ornaments and flowers in the colour of pink , red and green .",https://thumb9.shutterstock.com/display_pic_with_logo/3154073/708197536/stock-photo-typical-english-cup-of-tea-decorated-with-ornaments-and-flowers-in-the-colour-of-pink-red-and-708197536.jpg,1,0,0,0,0,0,0,0,0,0,False
3075,4507,images from the graduation ceremony .,http://www.dailyherald.com/storyimage/DA/20120527/news/705279766/EP/1/17/EP-705279766.jpg&updated=201205271902&MaxW=800&maxH=800&noborder,0,0,0,1,0,0,0,0,0,0,False
3076,5498,children play on the playground,https://c1.staticflickr.com/8/7615/26476316984_775220ae26_o.jpg,1,0,1,0,1,0,0,0,1,0,False
3077,6050,close up of the flower .,https://c1.staticflickr.com/8/7475/27354911073_edd1401d41_o.jpg,1,0,0,0,1,0,0,0,0,1,False
3078,7378,baseball player hits a single during the eighth inning against sports team .,https://c1.staticflickr.com/6/5614/30108532683_19c34833d6_o.jpg,1,0,1,1,1,0,0,1,1,0,False
3079,5174,a view of the mountains,https://c1.staticflickr.com/9/8647/28389969833_ca38a39c84_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3080,1401,a wide open beach on the coast,http://l7.alamy.com/zooms/2b5bd179caed46b7a7a30463324a4672/a-wide-open-beach-at-tamarindo-on-the-pacific-coast-of-costa-rica-fb4t6m.jpg,1,1,0,0,0,0,0,0,0,0,False
3081,2037,black and white vector sketch of face,https://thumb9.shutterstock.com/display_pic_with_logo/746224/266265218/stock-vector-black-and-white-vector-sketch-of-a-giant-panda-s-face-266265218.jpg,1,0,0,0,0,0,0,0,0,0,False
3082,5460,a view of the field,https://c1.staticflickr.com/6/5493/30233369790_4a4f848635_o.jpg,1,0,0,0,1,0,0,0,0,1,False
3083,6866,a woman selling watermelons in a market,https://c1.staticflickr.com/6/5673/31342081446_ecf9bc782b_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3084,627,an old worn out fence at the edge of woodland,http://l7.alamy.com/zooms/a12ad6657dfb44189c95b79c67e944e5/an-old-worn-out-fence-at-the-edge-of-woodland-d71fcg.jpg,1,0,0,0,0,0,0,0,0,0,False
3085,3472,transit vehicle type over mountain range,https://s-media-cache-ak0.pinimg.com/736x/57/c4/a0/57c4a04eb9825362a1c539f9f0dcb01d.jpg,0,0,0,0,0,1,0,0,0,0,False
3086,1756,artist and actor at event of awards,http://static0.tvbuzer.com/images/persons/sources/eb/eb329193c7b2e00546c97021d24f8205-28286.jpg,1,0,0,0,0,0,0,0,0,0,False
3087,677,cricket fans celebrate after their captain scored runs during the match .,http://i.dailymail.co.uk/1/2017/06/04/20/wire-704499-1496605837-199_634x413.jpg,0,0,1,1,0,0,0,0,0,0,False
3088,372,how will you go red ? help us raise awareness of the risks for women and heart disease by being part of the movement !,https://s-media-cache-ak0.pinimg.com/736x/56/06/56/560656ee34fdebbb1d1949329aadeb67.jpg,0,0,0,1,0,0,0,0,0,0,False
3089,4729,close up of a leaf,https://c1.staticflickr.com/9/8072/29212999584_0b1345d1c3_o.jpg,1,0,0,0,1,0,0,0,0,1,False
3090,3887,"businessperson , film producer , film director , actors attend the after party",https://media.gettyimages.com/photos/producer-gary-magness-producer-sarah-siegelmagness-director-john-picture-id115260608,1,0,1,0,1,0,0,0,1,0,False
3091,5736,a view of the bridge,https://c1.staticflickr.com/1/559/31789533986_607c6ee0c9_o.jpg,1,0,0,0,1,0,0,0,0,1,False
3092,629,3d illustration of a capsule punching a virus,"https://thumb9.shutterstock.com/display_pic_with_logo/437/437,1319468471,2/stock-photo--d-illustration-of-a-capsule-punching-a-virus-87292963.jpg",1,0,0,0,0,0,0,0,0,0,False
3093,4018,a collection of different faces from happy looking people,https://thumb10.shutterstock.com/display_pic_with_logo/593299/451202953/stock-vector-a-collection-of-different-faces-from-happy-looking-people-451202953.jpg,1,0,0,0,0,0,0,0,0,0,False
3094,2940,"animal kingdom winner , on the day he was born",https://i.pinimg.com/736x/c3/24/57/c324578d1ede8c5fcf7d5e5260336b98--race-horses-horse-racing.jpg,0,0,0,1,0,0,0,0,0,0,False
3095,484,city of rugby players having half - time discussion in a game against a city,http://l7.alamy.com/zooms/0504c8b564f343209a7ec9a72b6e58f6/city-of-armagh-rugby-players-having-half-time-discussion-in-a-game-f2wjb6.jpg,0,0,1,1,0,0,0,0,0,0,False
3096,3850,# drops back to pass during a game against sports team .,https://media.gettyimages.com/photos/colt-brennan-of-the-washington-redskins-drops-back-to-pass-during-a-picture-id458797176?k=6&m=458797176&s=612x612&w=0&h=aDA_ZcAPhySna_74Zo0t9gEODwz7-ncgnBhoZlIxVsc=,1,0,1,0,1,0,0,1,0,0,False
3097,1452,a large valley along the drainage passing far below the summit of the sleeping,http://c8.alamy.com/comp/JWYCNN/a-large-valley-along-the-gros-ventre-river-drainage-passing-the-red-JWYCNN.jpg?h=640,1,0,0,0,0,0,0,0,0,0,False
3098,3965,happy face of a baby girl,http://l7.alamy.com/zooms/a5a65f57f29040d79e253ae9d4e781f1/happy-face-of-an-indian-baby-girl-d34ex5.jpg,0,0,0,0,0,1,0,0,0,0,False
3099,4354,i need a sleeve like this .,https://i.pinimg.com/736x/fe/df/db/fedfdba5c42c8bf775adff6b8fbf3424--woman-photography-bad-bad.jpg,0,0,0,1,0,0,0,0,0,0,False
3100,5779,northern lights in the sky over region photo,https://c1.staticflickr.com/9/8112/29302348610_327c319006_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3101,3727,baroque structure during the -- stock photo #,https://st2.depositphotos.com/2577713/9515/i/950/depositphotos_95150620-stock-photo-catholic-church-of-st-peter.jpg,1,0,0,1,0,0,0,0,0,0,False
3102,648,woman in hard hat and fluorescent vest taking stock in a warehouse,"https://www.nfumutual.co.uk/ImageHandler/9886/Small,MiddleCenter",1,0,0,1,0,0,0,0,0,0,False
3103,6336,a road in a village,https://c1.staticflickr.com/6/5332/31045244066_99ff05d67b_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3104,2643,travellers kayaking down the white waters,https://media.gadventures.com/media-server/cache/80/29/8029584edade4803c613913c63af5e7f.jpg,1,0,1,0,1,0,0,0,1,0,False
3105,1784,"vector illustration of icon isolated in a modern style , depicting a closed hand",https://image.shutterstock.com/z/stock-vector-vector-illustration-of-icon-isolated-in-a-modern-style-depicting-a-closed-hand-42460660.jpg,1,0,0,0,0,0,0,0,0,0,False
3106,7002,view from the upper deck,https://c1.staticflickr.com/9/8569/28979687035_cd4e9e2c97_o.jpg,1,0,0,0,1,0,0,0,1,1,False
3107,806,shiny red foil or rough textured metallic lowercase or small letter g in a 3d illustration with a wavy rippled surface effect and basic bold font isolated on a white background with clipping path .,https://thumb1.shutterstock.com/display_pic_with_logo/69545/764293813/stock-photo-shiny-red-foil-or-rough-textured-metallic-lowercase-or-small-letter-g-in-a-d-illustration-with-a-764293813.jpg,1,0,0,0,0,0,0,0,0,0,False
3108,6510,close up of the brick wall,https://c1.staticflickr.com/6/5709/22765834458_84e63bd9b6_o.jpg,1,0,0,0,1,0,0,0,0,1,False
3109,5161,a fire in the mountains .,https://c1.staticflickr.com/1/624/32344004241_7b395d5f7f_o.jpg,1,0,0,0,1,0,0,0,1,0,False
3110,5634,a bench in the forest,https://c1.staticflickr.com/9/8124/29750795646_11c16a54f1_o.jpg,0,0,0,0,0,1,0,0,0,0,False
3111,6413,a view of the sign,https://c1.staticflickr.com/6/5541/29658314284_b1b29f6bbd_o.jpg,1,0,0,0,1,0,1,0,0,1,text but relevant
